,id,age,ym,hc,kl,CP,kl_numeric,cd1,cd2,exp,trial,response,trialType,sectionTrial,expected,correct,suf,resp,response_trunc
38,FLE04_230902,56.73333333,4;8,29,CP,True,,0,0,LZ,s1,2,s,1,2,True,,2,2
39,FLA06_231003,56.46666667,4;8,7,3,False,3,1,0,SL,s1,4,s,1,2,False,True,4,4
40,FLE03_231003,37.96666667,3;1,11,6,True,,1,0,SL,s1,5,s,1,2,False,,5,5
41,FLA04_231003,40.5,3;4,12,CP,True,,0,1,SL,s1,4,s,1,2,False,,4,4
42,FLJ05_231003,65.7,5;5,100,CP,True,,1,1,SL,s1,2,s,1,2,True,,2,2
43,FLV07_231003,67.36666667,5;7,20,CP,True,,1,1,SL,s1,2,s,1,2,True,,2,2
44,FLH04_231005,46.06666667,3;10,7,2,False,2,0,1,SL,s1,3,s,1,2,False,True,3,3
45,FLG01_231005,65.56666667,5;5,20,CP,True,,1,1,SL,s1,2,s,1,2,True,,2,2
46,FLJ02_231005,70.16666667,5;10,30,CP,True,,0,0,SL,s1,2,s,1,2,True,,2,2
47,FLCP01_231011,44.06666667,3;8,8,2,False,2,0,0,SL,s1,2,s,1,2,True,True,2,2
48,FLAD01_231018,65.03333333,5;5,100,CP,True,,1,1,SL,s1,2,s,1,2,True,,2,2
49,FLF01_231023,63.06666667,5;3,12,6,True,,0,1,SL,s1,2,s,1,2,True,,2,2
50,FLE01_231024,74.46666667,6;2,100,CP,True,,1,0,SL,s1,2,s,1,2,True,,2,2
51,FLK01_231108,33.4,2;9,6,2,False,2,0,0,SL,s1,12,s,1,2,False,True,99,0
52,FLM04_231108,58.36666667,4;10,10,CP,True,,1,0,SL,s1,10,s,1,2,False,,99,0
53,FLL01_231120,53.43333333,4;5,39,CP,True,,0,0,SL,s1,2,s,1,2,True,,2,2
54,FlL02_231120,71.43,5;11,15,CP,True,,0,0,SL,s1,2,s,1,2,True,,2,2
55,SBCP06_231127,37.6,3;1,13,3,False,3,1,1,SL,s1,21,s,1,2,False,True,99,0
56,SBR08_231128,38.8,3;2,5,1,False,1,1,0,SL,s1,21,s,1,2,False,False,99,0
57,SBDM11_231128,36.63333333,3;0,9,4,False,4,0,0,SL,s1,2,s,1,2,True,True,2,2
58,SBGC04_231128,40.76666667,3;4,13,4,False,4,0,1,SL,s1,7,s,1,2,False,True,99,0
59,SBSD13_231129,51.96666667,4;3,6,CP,True,,0,1,SL,s1,7,s,1,2,False,,99,0
60,FLL01_231204,50.6,4;2,20,CP,True,,1,1,SL,s1,2,s,1,2,True,,2,2
61,CCSZ05_240116,50.63333333,4;2,18,CP,True,,1,0,SL,s1,6,s,1,2,False,,6,6
62,CCHH15_240117,35.63333333,2;11,2,2,False,2,1,1,SL,s1,1,s,1,2,False,True,1,1
63,CCL02_240117,32.8,2;8,4,3,False,3,0,1,SL,s1,21,s,1,2,False,True,99,0
64,CCAH14_240117,62.53333333,5;2,30,CP,True,,1,0,SL,s1,5,s,1,2,False,,5,5
65,CCAA11_240117,49.83333333,4;1,19,CP,True,,0,0,SL,s1,4,s,1,2,False,,4,4
66,CCIR04_240117,39.33333333,3;3,15,CP,True,,1,1,SL,s1,1,s,1,2,False,,1,1
67,CHJ01_240129,63.53333333,5;3,89,CP,True,,0,1,SL,s1,2,s,1,2,True,,2,2
68,CHRT03_240129,62.16666667,5;2,14,CP,True,,1,0,SL,s1,99,s,1,2,False,,99,0
69,LHLF8_240325,37.13333333,3;1,,0,False,0,0,1,SH,s1,1,s,1,2,False,False,1,1
70,LHS13_240325,47.26666667,3;11,,2,False,2,1,0,SH,s1,99,s,1,2,False,True,99,0
71,LHM09_240325,35.36666667,2;11,,3,False,3,0,1,SH,s1,6,s,1,2,False,True,6,6
72,LHW15_240325,39.0,3;3,,4,False,4,1,0,SH,s1,99,s,1,2,False,True,99,0
73,TEL04_240327,37.96666667,3;1,,1,False,1,0,1,SH,s1,4,s,1,2,False,False,4,4
74,TEMM02_240327,49.6,4;1,15,CP,True,,1,0,SH,s1,2,s,1,2,True,,2,2
75,TEKJ05_240327,61.46666667,5;1,26,CP,True,,1,0,SH,s1,2,s,1,2,True,,2,2
76,LHBT03_240328,47.43333333,3;11,4,3,False,3,1,1,SH,s1,3,s,1,2,False,True,3,3
77,LHHMM07_240328,51.5,4;3,9,CP,True,,1,0,SH,s1,3,s,1,2,False,,3,3
78,LHB17_240328,47.8,3;11,39,CP,True,,1,1,SH,s1,2,s,1,2,True,,2,2
79,BFBM19_240402,52.8,4;4,8,2,False,2,1,0,SH,s1,99,s,1,2,False,True,99,0
80,ACURF08_240405,47.23333333,3;11,2,1,False,1,1,1,SH,s1,1,s,1,2,False,False,1,1
81,ACUHG14_240405,55.63333333,4;7,5,2,False,2,0,1,SH,s1,99,s,1,2,False,True,99,0
82,ACUT19_240405,38.46666667,3;2,12,4,False,4,1,0,SH,s1,6,s,1,2,False,True,6,6
83,ACUM37_240405,47.43333333,3;11,11,CP,True,,0,1,SH,s1,2,s,1,2,True,,2,2
84,ACUJV12_240405,56.16666667,4;8,12,CP,True,,0,1,SH,s1,4,s,1,2,False,,4,4
85,PDR18_240408,36.26666667,3;0,4,0,False,0,0,1,SH,s1,99,s,1,2,False,False,99,0
86,PDCT09_240408,35.7,2;11,3,1,False,1,0,1,SH,s1,3,s,1,2,False,False,3,3
87,PDNM28_240408,34.96666667,2;10,8,1,False,1,0,1,SH,s1,1,s,1,2,False,False,1,1
88,PDIL11_240408,37.76666667,3;1,,2,False,2,0,1,SH,s1,2,s,1,2,True,True,2,2
89,PDJ15_240408,47.6,3;11,,CP,True,,0,1,SH,s1,2,s,1,2,True,,2,2
90,PDOW08_240408,46.33333333,3;10,20,CP,True,,0,1,SH,s1,2,s,1,2,True,,2,2
91,ACOLL11_240409,43.16666667,3;7,4,2,False,2,1,1,SH,s1,2,s,1,2,True,True,2,2
92,ACOJ10_240409,40.13333333,3;4,,3,False,3,0,1,SH,s1,1,s,1,2,False,True,1,1
93,ACOOC14_240409,47.26666667,3;11,9,3,False,3,0,1,SH,s1,2,s,1,2,True,True,2,2
94,ACOCH17_240409,47.26666667,3;11,12,3,False,3,0,1,SH,s1,99,s,1,2,False,True,99,0
95,ACOBC08_240409,42.26666667,3;6,12,CP,True,,0,1,SH,s1,2,s,1,2,True,,2,2
96,BFCS12_240410,44.76666667,3;8,16,3,False,3,1,1,SH,s1,1,s,1,2,False,True,1,1
97,BFWT33_240410,51.8,4;3,10,CP,True,,1,0,SH,s1,2,s,1,2,True,,2,2
98,GDTT10_240411,41.23333333,3;5,,1,False,1,1,0,SH,s1,1,s,1,2,False,False,1,1
99,GDPW02_240411,34.73333333,2;10,,2,False,2,1,1,SH,s1,1,s,1,2,False,True,1,1
100,GDRP07_240411,46.3,3;10,9,3,False,3,1,1,SH,s1,1,s,1,2,False,True,1,1
101,GDSB08_240411,40.1,3;4,14,3,False,3,1,0,SH,s1,6,s,1,2,False,True,6,6
102,GDFK12_240411,52.86666667,4;4,7,3,False,3,1,0,SH,s1,99,s,1,2,False,True,99,0
103,GDMS11_240411,38.16666667,3;2,4,3,False,3,1,1,SH,s1,2,s,1,2,True,True,2,2
104,GDHW03_240411,54.16666667,4;6,10,4,False,4,1,1,SH,s1,2,s,1,2,True,True,2,2
105,GDL05_240411,43.23333333,3;7,12,CP,True,,0,1,SH,s1,2,s,1,2,True,,2,2
106,ACOM13_240412,54.33333333,4;6,12,3,False,3,1,1,SH,s1,1,s,1,2,False,True,1,1
107,ACOCG07_240412,49.36666667,4;1,14,CP,True,,1,0,SH,s1,2,s,1,2,True,,2,2
108,BBL02_240722,36.76666667,3;0,10,3,False,3,1,0,SL,s1,1,s,1,2,False,True,1,1
109,BBKH09_240722,31.5,2;7,,4,False,4,1,0,SL,s1,10,s,1,2,False,True,99,0
110,BBOI05_240722,53.5,4;5,9,CP,True,,0,1,SL,s1,15,s,1,2,False,,99,0
111,MOC2MB15_240729,58.03333333,4;10,,CP,True,,0,0,SL,s1,2,s,1,2,True,,2,2
112,KAAA04_240826,57.63333333,4;9,,CP,True,,0,1,SL,s1,3,s,1,2,False,,3,3
113,KAJC03_240826,48.46666667,4;0,,0,False,0,1,0,SL,s1,20,s,1,2,False,False,99,0
114,PVBB01_241021,47.8,3;11,9,2,False,2,1,0,SH,s1,2,s,1,2,True,True,2,2
115,FLLP01_20250107,57.6,4;9,29,CP,True,,1,1,SH,s1,2,s,1,2,True,,2,2
116,FLLE02_20250107,55.16666667,4;7,20,CP,True,,1,0,SH,s1,2,s,1,2,True,,2,2
117,FLLD03_20250107,42.56666667,3;6,14,CP,True,,0,0,SH,s1,2,s,1,2,True,,2,2
118,FLLM04_20250107,47.1,3;11,11,2,False,2,1,0,SH,s1,1,s,1,2,False,True,1,1
119,FLLJ05_20250107,49.36666667,4;1,17,CP,True,,0,0,SH,s1,2,s,1,2,True,,2,2
120,ISEJ5_230320,31.33333333,2;7,9,2,False,2,0,0,SH,s2,2,s,2,4,False,False,2,2
121,PDBR7_230321,46.53333333,3;10,13,2,False,2,1,1,SH,s2,2,s,2,4,False,False,2,2
122,PDSN3_230321,36.4,3;0,5,3,False,3,0,0,SH,s2,6,s,2,4,False,False,6,6
123,PDFB8_230321,45.93333333,3;9,29,CP,True,,0,0,SH,s2,4,s,2,4,True,,4,4
124,PDKB12_230321,56.56666667,4;8,12,CP,True,,0,1,SH,s2,4,s,2,4,True,,4,4
125,PDBN17_230321,52.8,4;4,28,CP,True,,1,0,SH,s2,4,s,2,4,True,,4,4
126,PDAB2_230323,36.03333333,3;0,4,2,False,2,0,0,SH,s2,1,s,2,4,False,False,1,1
127,PDC9_230323,42.46666667,3;6,10,4,False,4,0,0,SH,s2,2,s,2,4,False,True,2,2
128,PDLO10_230323,50.63333333,4;2,11,CP,True,,0,1,SH,s2,4,s,2,4,True,,4,4
129,PDA15_230323,55.33333333,4;7,12,CP,True,,1,0,SH,s2,4,s,2,4,True,,4,4
130,ACUOS1_230324,39.16666667,3;3,4,2,False,2,0,0,SH,s2,3,s,2,4,False,False,3,3
131,ACUJ13_230324,43.8,3;7,13,3,False,3,1,1,SH,s2,2,s,2,4,False,False,2,2
132,ACUEJ5_230324,45.26666667,3;9,3,4,False,4,0,0,SH,s2,4,s,2,4,True,True,4,4
133,ACUEW15_230324,46.36666667,3;10,17,CP,True,,1,0,SH,s2,4,s,2,4,True,,4,4
134,ACUOY10_230324,53.8,4;5,49,CP,True,,0,1,SH,s2,4,s,2,4,True,,4,4
135,ACOCW3_230328,57.16666667,4;9,10,CP,True,,0,0,UM,s2,4,s,2,4,True,,4,4
136,ACOED15_230328,59.13333333,4;11,59,CP,True,,1,1,UM,s2,2,s,2,4,False,,2,2
137,FCRK14_230330,49.4,4;1,10,3,False,3,0,0,UM,s2,4,s,2,4,True,False,4,4
138,GDNW2_230331,36.73333333,3;0,,2,False,2,1,1,UM,s2,3,s,2,4,False,False,3,3
139,UCVL4_230530,65.7,5;5,25,CP,True,,1,1,SH,s2,4,s,2,4,True,,4,4
140,FLML01_230713,48.23,4;0,10,2,False,2,0,0,LZ,s2,3,s,2,4,False,False,3,3
141,FLMM02_230713,42.26,3;6,13,3,False,3,0,0,LZ,s2,2,s,2,4,False,False,2,2
142,FLE03_230713,67.33,5;7,100,CP,True,,0,0,LZ,s2,2,s,2,4,False,,2,2
143,FLD01_230720,31.3,2;7,9,2,False,2,0,0,LZ,s2,2,s,2,4,False,False,2,2
144,FLEB01_230722,69.06,5;9,26,CP,True,,1,1,LZ,s2,2,s,2,4,False,,2,2
145,FLHM02_230722,83.2,6;11,40,CP,True,,0,0,LZ,s2,4,s,2,4,True,,4,4
146,FLEK03_230722,60.1,5;0,29,CP,True,,1,1,LZ,s2,2,s,2,4,False,,2,2
147,ADR08_230724,44.8,3;8,12,3,False,3,0,1,LZ,s2,2,s,2,4,False,False,2,2
148,ADL06_230724,45.03333333,3;9,12,3,False,3,1,0,LZ,s2,2,s,2,4,False,False,2,2
149,ADM05_230724,49.43333333,4;1,12,CP,True,,0,0,LZ,s2,4,s,2,4,True,,4,4
150,ADE02_230724,69.43333333,5;9,18,CP,True,,0,0,LZ,s2,4,s,2,4,True,,4,4
151,ADA03_230724,64.5,5;4,21,CP,True,,1,1,LZ,s2,2,s,2,4,False,,2,2
152,FLBR01_230803,63.86,5;3,43,CP,True,,0,0,LZ,s2,4,s,2,4,True,,4,4
153,FLGK02_230803,66.66,5;6,29,CP,True,,1,1,LZ,s2,4,s,2,4,True,,4,4
154,FLB01_230831,43.83333333,3;7,6,3,False,3,0,0,SL,s2,4,s,2,4,True,False,4,4
155,FLZK01_230902,24.16666667,2;0,1,2,False,2,1,1,LZ,s2,12,s,2,4,False,False,99,0
156,FLMC02_230902,52.13333333,4;4,14,4,False,4,0,0,LZ,s2,4,s,2,4,True,True,4,4
157,FLR03_230902,83.76666667,6;11,100,CP,True,,1,1,LZ,s2,4,s,2,4,True,,4,4
158,FLE04_230902,56.73333333,4;8,29,CP,True,,0,0,LZ,s2,4,s,2,4,True,,4,4
159,FLA06_231003,56.46666667,4;8,7,3,False,3,1,0,SL,s2,2,s,2,4,False,False,2,2
160,FLE03_231003,37.96666667,3;1,11,6,True,,1,0,SL,s2,3,s,2,4,False,,3,3
161,FLA04_231003,40.5,3;4,12,CP,True,,0,1,SL,s2,4,s,2,4,True,,4,4
162,FLJ05_231003,65.7,5;5,100,CP,True,,1,1,SL,s2,4,s,2,4,True,,4,4
163,FLV07_231003,67.36666667,5;7,20,CP,True,,1,1,SL,s2,4,s,2,4,True,,4,4
164,FLH04_231005,46.06666667,3;10,7,2,False,2,0,1,SL,s2,4,s,2,4,True,False,4,4
165,FLG01_231005,65.56666667,5;5,20,CP,True,,1,1,SL,s2,4,s,2,4,True,,4,4
166,FLJ02_231005,70.16666667,5;10,30,CP,True,,0,0,SL,s2,4,s,2,4,True,,4,4
167,FLCP01_231011,44.06666667,3;8,8,2,False,2,0,0,SL,s2,2,s,2,4,False,False,2,2
168,FLAD01_231018,65.03333333,5;5,100,CP,True,,1,1,SL,s2,4,s,2,4,True,,4,4
169,FLF01_231023,63.06666667,5;3,12,6,True,,0,1,SL,s2,4,s,2,4,True,,4,4
170,FLE01_231024,74.46666667,6;2,100,CP,True,,1,0,SL,s2,4,s,2,4,True,,4,4
171,FLK01_231108,33.4,2;9,6,2,False,2,0,0,SL,s2,20,s,2,4,False,False,99,0
172,FLM04_231108,58.36666667,4;10,10,CP,True,,1,0,SL,s2,13,s,2,4,False,,99,0
173,FLL01_231120,53.43333333,4;5,39,CP,True,,0,0,SL,s2,4,s,2,4,True,,4,4
174,FlL02_231120,71.43,5;11,15,CP,True,,0,0,SL,s2,4,s,2,4,True,,4,4
175,SBCP06_231127,37.6,3;1,13,3,False,3,1,1,SL,s2,2,s,2,4,False,False,2,2
176,SBR08_231128,38.8,3;2,5,1,False,1,1,0,SL,s2,2,s,2,4,False,False,2,2
177,SBDM11_231128,36.63333333,3;0,9,4,False,4,0,0,SL,s2,19,s,2,4,False,True,99,0
178,SBGC04_231128,40.76666667,3;4,13,4,False,4,0,1,SL,s2,2,s,2,4,False,True,2,2
179,SBSD13_231129,51.96666667,4;3,6,CP,True,,0,1,SL,s2,7,s,2,4,False,,99,0
180,FLL01_231204,50.6,4;2,20,CP,True,,1,1,SL,s2,2,s,2,4,False,,2,2
181,CCSZ05_240116,50.63333333,4;2,18,CP,True,,1,0,SL,s2,4,s,2,4,True,,4,4
182,CCHH15_240117,35.63333333,2;11,2,2,False,2,1,1,SL,s2,2,s,2,4,False,False,2,2
183,CCL02_240117,32.8,2;8,4,3,False,3,0,1,SL,s2,21,s,2,4,False,False,99,0
184,CCAH14_240117,62.53333333,5;2,30,CP,True,,1,0,SL,s2,2,s,2,4,False,,2,2
185,CCAA11_240117,49.83333333,4;1,19,CP,True,,0,0,SL,s2,4,s,2,4,True,,4,4
186,CCIR04_240117,39.33333333,3;3,15,CP,True,,1,1,SL,s2,2,s,2,4,False,,2,2
187,CHJ01_240129,63.53333333,5;3,89,CP,True,,0,1,SL,s2,2,s,2,4,False,,2,2
188,CHRT03_240129,62.16666667,5;2,14,CP,True,,1,0,SL,s2,99,s,2,4,False,,99,0
189,LHLF8_240325,37.13333333,3;1,,0,False,0,0,1,SH,s2,6,s,2,4,False,False,6,6
190,LHS13_240325,47.26666667,3;11,,2,False,2,1,0,SH,s2,2,s,2,4,False,False,2,2
191,LHM09_240325,35.36666667,2;11,,3,False,3,0,1,SH,s2,6,s,2,4,False,False,6,6
192,LHW15_240325,39.0,3;3,,4,False,4,1,0,SH,s2,2,s,2,4,False,True,2,2
193,TEL04_240327,37.96666667,3;1,,1,False,1,0,1,SH,s2,4,s,2,4,True,False,4,4
194,TEMM02_240327,49.6,4;1,15,CP,True,,1,0,SH,s2,4,s,2,4,True,,4,4
195,TEKJ05_240327,61.46666667,5;1,26,CP,True,,1,0,SH,s2,4,s,2,4,True,,4,4
196,LHBT03_240328,47.43333333,3;11,4,3,False,3,1,1,SH,s2,2,s,2,4,False,False,2,2
197,LHHMM07_240328,51.5,4;3,9,CP,True,,1,0,SH,s2,4,s,2,4,True,,4,4
198,LHB17_240328,47.8,3;11,39,CP,True,,1,1,SH,s2,4,s,2,4,True,,4,4
199,BFBM19_240402,52.8,4;4,8,2,False,2,1,0,SH,s2,2,s,2,4,False,False,2,2
200,ACURF08_240405,47.23333333,3;11,2,1,False,1,1,1,SH,s2,3,s,2,4,False,False,3,3
201,ACUHG14_240405,55.63333333,4;7,5,2,False,2,0,1,SH,s2,2,s,2,4,False,False,2,2
202,ACUT19_240405,38.46666667,3;2,12,4,False,4,1,0,SH,s2,2,s,2,4,False,True,2,2
203,ACUM37_240405,47.43333333,3;11,11,CP,True,,0,1,SH,s2,4,s,2,4,True,,4,4
204,ACUJV12_240405,56.16666667,4;8,12,CP,True,,0,1,SH,s2,4,s,2,4,True,,4,4
205,PDR18_240408,36.26666667,3;0,4,0,False,0,0,1,SH,s2,99,s,2,4,False,False,99,0
206,PDCT09_240408,35.7,2;11,3,1,False,1,0,1,SH,s2,5,s,2,4,False,False,5,5
207,PDNM28_240408,34.96666667,2;10,8,1,False,1,0,1,SH,s2,7,s,2,4,False,False,99,0
208,PDIL11_240408,37.76666667,3;1,,2,False,2,0,1,SH,s2,2,s,2,4,False,False,2,2
209,PDJ15_240408,47.6,3;11,,CP,True,,0,1,SH,s2,4,s,2,4,True,,4,4
210,PDOW08_240408,46.33333333,3;10,20,CP,True,,0,1,SH,s2,2,s,2,4,False,,2,2
211,ACOLL11_240409,43.16666667,3;7,4,2,False,2,1,1,SH,s2,5,s,2,4,False,False,5,5
212,ACOJ10_240409,40.13333333,3;4,,3,False,3,0,1,SH,s2,2,s,2,4,False,False,2,2
213,ACOOC14_240409,47.26666667,3;11,9,3,False,3,0,1,SH,s2,2,s,2,4,False,False,2,2
214,ACOCH17_240409,47.26666667,3;11,12,3,False,3,0,1,SH,s2,4,s,2,4,True,False,4,4
215,ACOBC08_240409,42.26666667,3;6,12,CP,True,,0,1,SH,s2,2,s,2,4,False,,2,2
216,BFCS12_240410,44.76666667,3;8,16,3,False,3,1,1,SH,s2,2,s,2,4,False,False,2,2
217,BFWT33_240410,51.8,4;3,10,CP,True,,1,0,SH,s2,2,s,2,4,False,,2,2
218,GDTT10_240411,41.23333333,3;5,,1,False,1,1,0,SH,s2,2,s,2,4,False,False,2,2
219,GDPW02_240411,34.73333333,2;10,,2,False,2,1,1,SH,s2,2,s,2,4,False,False,2,2
220,GDRP07_240411,46.3,3;10,9,3,False,3,1,1,SH,s2,2,s,2,4,False,False,2,2
221,GDSB08_240411,40.1,3;4,14,3,False,3,1,0,SH,s2,2,s,2,4,False,False,2,2
222,GDFK12_240411,52.86666667,4;4,7,3,False,3,1,0,SH,s2,99,s,2,4,False,False,99,0
223,GDMS11_240411,38.16666667,3;2,4,3,False,3,1,1,SH,s2,4,s,2,4,True,False,4,4
224,GDHW03_240411,54.16666667,4;6,10,4,False,4,1,1,SH,s2,3,s,2,4,False,True,3,3
225,GDL05_240411,43.23333333,3;7,12,CP,True,,0,1,SH,s2,4,s,2,4,True,,4,4
226,ACOM13_240412,54.33333333,4;6,12,3,False,3,1,1,SH,s2,2,s,2,4,False,False,2,2
227,ACOCG07_240412,49.36666667,4;1,14,CP,True,,1,0,SH,s2,4,s,2,4,True,,4,4
228,BBL02_240722,36.76666667,3;0,10,3,False,3,1,0,SL,s2,2,s,2,4,False,False,2,2
229,BBKH09_240722,31.5,2;7,,4,False,4,1,0,SL,s2,2,s,2,4,False,True,2,2
230,BBOI05_240722,53.5,4;5,9,CP,True,,0,1,SL,s2,41,s,2,4,False,,99,0
231,MOC2MB15_240729,58.03333333,4;10,,CP,True,,0,0,SL,s2,4,s,2,4,True,,4,4
232,KAAA04_240826,57.63333333,4;9,,CP,True,,0,1,SL,s2,4,s,2,4,True,,4,4
233,KAJC03_240826,48.46666667,4;0,,0,False,0,1,0,SL,s2,20,s,2,4,False,False,99,0
234,PVBB01_241021,47.8,3;11,9,2,False,2,1,0,SH,s2,2,s,2,4,False,False,2,2
235,FLLP01_20250107,57.6,4;9,29,CP,True,,1,1,SH,s2,4,s,2,4,True,,4,4
236,FLLE02_20250107,55.16666667,4;7,20,CP,True,,1,0,SH,s2,4,s,2,4,True,,4,4
237,FLLD03_20250107,42.56666667,3;6,14,CP,True,,0,0,SH,s2,4,s,2,4,True,,4,4
238,FLLM04_20250107,47.1,3;11,11,2,False,2,1,0,SH,s2,4,s,2,4,True,False,4,4
239,FLLJ05_20250107,49.36666667,4;1,17,CP,True,,0,0,SH,s2,4,s,2,4,True,,4,4
240,ISEJ5_230320,31.33333333,2;7,9,2,False,2,0,0,SH,s3,2,s,3,3,False,False,2,2
241,PDBR7_230321,46.53333333,3;10,13,2,False,2,1,1,SH,s3,2,s,3,3,False,False,2,2
242,PDSN3_230321,36.4,3;0,5,3,False,3,0,0,SH,s3,2,s,3,3,False,True,2,2
243,PDFB8_230321,45.93333333,3;9,29,CP,True,,0,0,SH,s3,3,s,3,3,True,,3,3
244,PDKB12_230321,56.56666667,4;8,12,CP,True,,0,1,SH,s3,3,s,3,3,True,,3,3
245,PDBN17_230321,52.8,4;4,28,CP,True,,1,0,SH,s3,5,s,3,3,False,,5,5
246,PDAB2_230323,36.03333333,3;0,4,2,False,2,0,0,SH,s3,1,s,3,3,False,False,1,1
247,PDC9_230323,42.46666667,3;6,10,4,False,4,0,0,SH,s3,3,s,3,3,True,True,3,3
248,PDLO10_230323,50.63333333,4;2,11,CP,True,,0,1,SH,s3,3,s,3,3,True,,3,3
249,PDA15_230323,55.33333333,4;7,12,CP,True,,1,0,SH,s3,2,s,3,3,False,,2,2
250,ACUOS1_230324,39.16666667,3;3,4,2,False,2,0,0,SH,s3,6,s,3,3,False,False,6,6
251,ACUJ13_230324,43.8,3;7,13,3,False,3,1,1,SH,s3,2,s,3,3,False,True,2,2
252,ACUEJ5_230324,45.26666667,3;9,3,4,False,4,0,0,SH,s3,3,s,3,3,True,True,3,3
253,ACUEW15_230324,46.36666667,3;10,17,CP,True,,1,0,SH,s3,3,s,3,3,True,,3,3
254,ACUOY10_230324,53.8,4;5,49,CP,True,,0,1,SH,s3,3,s,3,3,True,,3,3
255,ACOCW3_230328,57.16666667,4;9,10,CP,True,,0,0,UM,s3,3,s,3,3,True,,3,3
256,ACOED15_230328,59.13333333,4;11,59,CP,True,,1,1,UM,s3,2,s,3,3,False,,2,2
